# ---------------------------------- WARNING ----------------------------------------
# Some of the data that you have obtained from this U.S. Geological Survey database
# may not have received Director's approval. Any such data values are qualified
# as provisional and are subject to revision. Provisional data are released on the
# condition that neither the USGS nor the United States Government may be held liable
# for any damages resulting from its use.
#
# Additional info: https://help.waterdata.usgs.gov/policies/provisional-data-statement
#
# File-format description:  https://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: https://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_support_nwisweb@usgs.gov
# retrieved: 2020-01-23 13:35:30 EST       (caww01)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 11023340 LOS PENASQUITOS C NR POWAY CA
# -----------------------------------------------------------------------------------
#
# Data provided for site 11023340
#            TS   parameter     statistic     Description
#          7755       00060     00003     Discharge, cubic feet per second (Mean)
#
# Data-value qualification codes included in this output:
#     A  Approved for publication -- Processing and review completed.
#     P  Provisional data subject to revision.
#     e  Value has been estimated.
# 
agency_cd	site_no	datetime	7755_00060_00003	7755_00060_00003_cd
USGS	11023340	1990-01-17	115	A
USGS	11023340	1990-01-18	7.00	A
USGS	11023340	1990-01-19	3.60	A
USGS	11023340	1990-01-20	2.70	A
USGS	11023340	1990-01-21	2.30	A
USGS	11023340	1990-01-22	2.10	A
USGS	11023340	1990-01-23	2.10	A
USGS	11023340	1990-01-24	2.10	A
USGS	11023340	1990-01-25	2.00	A
USGS	11023340	1990-01-26	1.90	A
USGS	11023340	1990-01-27	1.90	A
USGS	11023340	1990-01-28	1.90	A
USGS	11023340	1990-01-29	1.90	A
USGS	11023340	1990-01-30	2.30	A
USGS	11023340	1990-01-31	38.0	A
USGS	11023340	1990-02-01	4.60	A
USGS	11023340	1990-02-02	3.10	A
USGS	11023340	1990-02-03	2.50	A
USGS	11023340	1990-02-04	23.0	A
USGS	11023340	1990-02-05	13.0	A
USGS	11023340	1990-02-06	3.20	A
USGS	11023340	1990-02-07	2.50	A
USGS	11023340	1990-02-08	2.50	A
USGS	11023340	1990-02-09	2.50	A
USGS	11023340	1990-02-10	2.20	A
USGS	11023340	1990-02-11	2.10	A
USGS	11023340	1990-02-12	2.10	A
USGS	11023340	1990-02-13	2.10	A
USGS	11023340	1990-02-14	2.00	A
USGS	11023340	1990-02-15	2.00	A
USGS	11023340	1990-02-16	1.90	A
USGS	11023340	1990-02-17	32.0	A
USGS	11023340	1990-02-18	74.0	A
USGS	11023340	1990-02-19	20.0	A
USGS	11023340	1990-02-20	4.60	A
USGS	11023340	1990-02-21	3.30	A
USGS	11023340	1990-02-22	3.00	A
USGS	11023340	1990-02-23	2.50	A
USGS	11023340	1990-02-24	2.50	A
USGS	11023340	1990-02-25	2.40	A
USGS	11023340	1990-02-26	2.40	A
USGS	11023340	1990-02-27	2.30	A
USGS	11023340	1990-02-28	2.30	A
USGS	11023340	1990-03-01	2.30	A
USGS	11023340	1990-03-02	2.30	A
USGS	11023340	1990-03-03	2.30	A
USGS	11023340	1990-03-04	2.50	A
USGS	11023340	1990-03-05	5.90	A
USGS	11023340	1990-03-06	3.30	A
USGS	11023340	1990-03-07	2.60	A
USGS	11023340	1990-03-08	2.50	A
USGS	11023340	1990-03-09	2.70	A
USGS	11023340	1990-03-10	2.60	A
USGS	11023340	1990-03-11	18.0	A
USGS	11023340	1990-03-12	5.50	A
USGS	11023340	1990-03-13	6.60	A
USGS	11023340	1990-03-14	2.50	A
USGS	11023340	1990-03-15	2.20	A
USGS	11023340	1990-03-16	2.20	A
USGS	11023340	1990-03-17	2.60	A
USGS	11023340	1990-03-18	2.50	A
USGS	11023340	1990-03-19	2.40	A
USGS	11023340	1990-03-20	2.50	A
USGS	11023340	1990-03-21	2.50	A
USGS	11023340	1990-03-22	2.40	A
USGS	11023340	1990-03-23	3.00	A
USGS	11023340	1990-03-24	2.80	A
USGS	11023340	1990-03-25	2.30	A
USGS	11023340	1990-03-26	2.20	A
USGS	11023340	1990-03-27	2.20	A
USGS	11023340	1990-03-28	41.0	A
USGS	11023340	1990-03-29	8.80	A
USGS	11023340	1990-03-30	3.60	A
USGS	11023340	1990-03-31	2.80	A
USGS	11023340	1990-04-01	2.50	A
USGS	11023340	1990-04-02	3.00	A
USGS	11023340	1990-04-03	2.40	A
USGS	11023340	1990-04-04	28.0	A
USGS	11023340	1990-04-05	10.0	A
USGS	11023340	1990-04-06	4.00	A
USGS	11023340	1990-04-07	2.80	A
USGS	11023340	1990-04-08	2.50	A
USGS	11023340	1990-04-09	2.30	A
USGS	11023340	1990-04-10	2.20	A
USGS	11023340	1990-04-11	2.30	A
USGS	11023340	1990-04-12	2.20	A
USGS	11023340	1990-04-13	2.10	A
USGS	11023340	1990-04-14	2.80	A
USGS	11023340	1990-04-15	2.40	A
USGS	11023340	1990-04-16	2.70	A
USGS	11023340	1990-04-17	21.0	A
USGS	11023340	1990-04-18	6.00	A
USGS	11023340	1990-04-19	3.00	A
USGS	11023340	1990-04-20	2.60	A
USGS	11023340	1990-04-21	2.40	A
USGS	11023340	1990-04-22	2.40	A
USGS	11023340	1990-04-23	3.10	A
USGS	11023340	1990-04-24	10.0	A
USGS	11023340	1990-04-25	3.10	A
USGS	11023340	1990-04-26	2.50	A
USGS	11023340	1990-04-27	2.30	A
USGS	11023340	1990-04-28	2.40	A
USGS	11023340	1990-04-29	2.30	A
USGS	11023340	1990-04-30	2.20	A
USGS	11023340	1990-05-01	2.10	A
USGS	11023340	1990-05-02	1.90	A
USGS	11023340	1990-05-03	1.80	A
USGS	11023340	1990-05-04	1.80	A
USGS	11023340	1990-05-05	1.70	A
USGS	11023340	1990-05-06	1.60	A
USGS	11023340	1990-05-07	1.40	A
USGS	11023340	1990-05-08	1.70	A
USGS	11023340	1990-05-09	1.40	A
USGS	11023340	1990-05-10	0.98	A
USGS	11023340	1990-05-11	1.10	A
USGS	11023340	1990-05-12	1.10	A
USGS	11023340	1990-05-13	1.10	A
USGS	11023340	1990-05-14	1.00	A
USGS	11023340	1990-05-15	1.10	A
USGS	11023340	1990-05-16	1.10	A
USGS	11023340	1990-05-17	0.99	A
USGS	11023340	1990-05-18	0.96	A
USGS	11023340	1990-05-19	0.91	A
USGS	11023340	1990-05-20	0.95	A
USGS	11023340	1990-05-21	1.00	A
USGS	11023340	1990-05-22	1.00	A
USGS	11023340	1990-05-23	1.10	A
USGS	11023340	1990-05-24	1.00	A
USGS	11023340	1990-05-25	1.00	A
USGS	11023340	1990-05-26	0.94	A
USGS	11023340	1990-05-27	1.00	A
USGS	11023340	1990-05-28	21.0	A
USGS	11023340	1990-05-29	6.80	A
USGS	11023340	1990-05-30	2.10	A
USGS	11023340	1990-05-31	1.60	A
USGS	11023340	1990-06-01	1.50	A
USGS	11023340	1990-06-02	1.50	A
USGS	11023340	1990-06-03	1.30	A
USGS	11023340	1990-06-04	1.00	A
USGS	11023340	1990-06-05	1.00	A
USGS	11023340	1990-06-06	1.10	A
USGS	11023340	1990-06-07	1.10	A
USGS	11023340	1990-06-08	1.10	A
USGS	11023340	1990-06-09	5.20	A
USGS	11023340	1990-06-10	59.0	A
USGS	11023340	1990-06-11	7.30	A
USGS	11023340	1990-06-12	2.60	A
USGS	11023340	1990-06-13	1.80	A
USGS	11023340	1990-06-14	1.40	A
USGS	11023340	1990-06-15	1.30	A
USGS	11023340	1990-06-16	1.50	A
USGS	11023340	1990-06-17	1.50	A
USGS	11023340	1990-06-18	1.50	A
USGS	11023340	1990-06-19	1.40	A
USGS	11023340	1990-06-20	1.30	A
USGS	11023340	1990-06-21	1.30	A
USGS	11023340	1990-06-22	1.30	A
USGS	11023340	1990-06-23	1.30	A
USGS	11023340	1990-06-24	1.20	A
USGS	11023340	1990-06-25	1.10	A
USGS	11023340	1990-06-26	1.10	A
USGS	11023340	1990-06-27	1.00	A
USGS	11023340	1990-06-28	0.89	A
USGS	11023340	1990-06-29	0.83	A
USGS	11023340	1990-06-30	0.89	A
USGS	11023340	1990-07-01	0.98	A
USGS	11023340	1990-07-02	1.00	A
USGS	11023340	1990-07-03	1.00	A
USGS	11023340	1990-07-04	0.96	A
USGS	11023340	1990-07-05	0.89	A
USGS	11023340	1990-07-06	0.82	A
USGS	11023340	1990-07-07	0.82	A
USGS	11023340	1990-07-08	0.81	A
USGS	11023340	1990-07-09	0.81	A
USGS	11023340	1990-07-10	0.85	A
USGS	11023340	1990-07-11	0.79	A
USGS	11023340	1990-07-12	0.64	A
USGS	11023340	1990-07-13	0.75	A
USGS	11023340	1990-07-14	0.95	A
USGS	11023340	1990-07-15	0.83	A
USGS	11023340	1990-07-16	0.77	A
USGS	11023340	1990-07-17	0.78	A
USGS	11023340	1990-07-18	0.77	A
USGS	11023340	1990-07-19	0.76	A
USGS	11023340	1990-07-20	0.78	A
USGS	11023340	1990-07-21	0.77	A
USGS	11023340	1990-07-22	0.73	A
USGS	11023340	1990-07-23	0.85	A
USGS	11023340	1990-07-24	0.94	A
USGS	11023340	1990-07-25	0.86	A
USGS	11023340	1990-07-26	1.00	A
USGS	11023340	1990-07-27	0.84	A
USGS	11023340	1990-07-28	0.77	A
USGS	11023340	1990-07-29	0.74	A
USGS	11023340	1990-07-30	0.70	A
USGS	11023340	1990-07-31	0.71	A
USGS	11023340	1990-08-01	0.76	A
USGS	11023340	1990-08-02	0.87	A
USGS	11023340	1990-08-03	0.95	A
USGS	11023340	1990-08-04	0.99	A
USGS	11023340	1990-08-05	1.10	A
USGS	11023340	1990-08-06	1.20	A
USGS	11023340	1990-08-07	1.30	A
USGS	11023340	1990-08-08	1.10	A
USGS	11023340	1990-08-09	1.00	A
USGS	11023340	1990-08-10	1.10	A
USGS	11023340	1990-08-11	1.20	A
USGS	11023340	1990-08-12	1.00	A
USGS	11023340	1990-08-13	0.96	A
USGS	11023340	1990-08-14	1.10	A
USGS	11023340	1990-08-15	1.20	A
USGS	11023340	1990-08-16	1.20	A
USGS	11023340	1990-08-17	1.10	A
USGS	11023340	1990-08-18	1.10	A
USGS	11023340	1990-08-19	1.10	A
USGS	11023340	1990-08-20	0.85	A
USGS	11023340	1990-08-21	0.80	A
USGS	11023340	1990-08-22	0.87	A
USGS	11023340	1990-08-23	0.83	A
USGS	11023340	1990-08-24	0.88	A
USGS	11023340	1990-08-25	0.93	A
USGS	11023340	1990-08-26	0.84	A
USGS	11023340	1990-08-27	0.86	A
USGS	11023340	1990-08-28	0.86	A
USGS	11023340	1990-08-29	0.77	A
USGS	11023340	1990-08-30	0.79	A
USGS	11023340	1990-08-31	0.83	A
USGS	11023340	1990-09-01	0.89	A
USGS	11023340	1990-09-02	0.93	A
USGS	11023340	1990-09-03	0.88	A
USGS	11023340	1990-09-04	0.91	A
USGS	11023340	1990-09-05	0.90	A
USGS	11023340	1990-09-06	0.81	A
USGS	11023340	1990-09-07	0.84	A
USGS	11023340	1990-09-08	1.00	A
USGS	11023340	1990-09-09	0.87	A
USGS	11023340	1990-09-10	0.74	A
USGS	11023340	1990-09-11	0.69	A
USGS	11023340	1990-09-12	0.69	A
USGS	11023340	1990-09-13	0.69	A
USGS	11023340	1990-09-14	0.79	A
USGS	11023340	1990-09-15	0.88	A
USGS	11023340	1990-09-16	0.92	A
USGS	11023340	1990-09-17	0.92	A
USGS	11023340	1990-09-18	0.97	A
USGS	11023340	1990-09-19	0.98	A
USGS	11023340	1990-09-20	1.00	A
USGS	11023340	1990-09-21	1.10	A
USGS	11023340	1990-09-22	1.10	A
USGS	11023340	1990-09-23	1.10	A
USGS	11023340	1990-09-24	1.00	A
USGS	11023340	1990-09-25	1.10	A
USGS	11023340	1990-09-26	1.20	A
USGS	11023340	1990-09-27	1.20	A
USGS	11023340	1990-09-28	1.10	A
USGS	11023340	1990-09-29	1.00	A
USGS	11023340	1990-09-30	1.70	A
USGS	11023340	1990-10-01	2.60	A
USGS	11023340	1990-10-02	1.40	A
USGS	11023340	1990-10-03	1.30	A
USGS	11023340	1990-10-04	1.20	A
USGS	11023340	1990-10-05	1.10	A
USGS	11023340	1990-10-06	1.10	A
USGS	11023340	1990-10-07	1.10	A
USGS	11023340	1990-10-08	1.10	A
USGS	11023340	1990-10-09	1.00	A
USGS	11023340	1990-10-10	0.91	A
USGS	11023340	1990-10-11	0.90	A
USGS	11023340	1990-10-12	0.96	A
USGS	11023340	1990-10-13	1.20	A
USGS	11023340	1990-10-14	1.30	A
USGS	11023340	1990-10-15	1.30	A
USGS	11023340	1990-10-16	1.40	A
USGS	11023340	1990-10-17	1.40	A
USGS	11023340	1990-10-18	1.30	A
USGS	11023340	1990-10-19	1.50	A
USGS	11023340	1990-10-20	1.60	A
USGS	11023340	1990-10-21	1.40	A
USGS	11023340	1990-10-22	1.20	A
USGS	11023340	1990-10-23	1.10	A
USGS	11023340	1990-10-24	1.10	A
USGS	11023340	1990-10-25	1.10	A
USGS	11023340	1990-10-26	1.10	A
USGS	11023340	1990-10-27	1.10	A
USGS	11023340	1990-10-28	1.20	A
USGS	11023340	1990-10-29	1.30	A
USGS	11023340	1990-10-30	1.30	A
USGS	11023340	1990-10-31	1.40	A
USGS	11023340	1990-11-01	1.40	A
USGS	11023340	1990-11-02	1.40	A
USGS	11023340	1990-11-03	1.30	A
USGS	11023340	1990-11-04	1.20	A
USGS	11023340	1990-11-05	1.20	A
USGS	11023340	1990-11-06	1.30	A
USGS	11023340	1990-11-07	1.30	A
USGS	11023340	1990-11-08	1.30	A
USGS	11023340	1990-11-09	1.60	A
USGS	11023340	1990-11-10	1.20	A
USGS	11023340	1990-11-11	1.20	A
USGS	11023340	1990-11-12	1.20	A
USGS	11023340	1990-11-13	1.20	A
USGS	11023340	1990-11-14	1.30	A
USGS	11023340	1990-11-15	1.30	A
USGS	11023340	1990-11-16	1.40	A
USGS	11023340	1990-11-17	1.90	A
USGS	11023340	1990-11-18	1.40	A
USGS	11023340	1990-11-19	3.40	A
USGS	11023340	1990-11-20	40.0	A
USGS	11023340	1990-11-21	6.60	A
USGS	11023340	1990-11-22	2.40	A
USGS	11023340	1990-11-23	1.80	A
USGS	11023340	1990-11-24	1.60	A
USGS	11023340	1990-11-25	1.50	A
USGS	11023340	1990-11-26	8.90	A
USGS	11023340	1990-11-27	2.80	A
USGS	11023340	1990-11-28	1.80	A
USGS	11023340	1990-11-29	1.70	A
USGS	11023340	1990-11-30	1.50	A
USGS	11023340	1990-12-01	1.50	A
USGS	11023340	1990-12-02	1.50	A
USGS	11023340	1990-12-03	1.50	A
USGS	11023340	1990-12-04	1.50	A
USGS	11023340	1990-12-05	1.50	A
USGS	11023340	1990-12-06	1.50	A
USGS	11023340	1990-12-07	1.50	A
USGS	11023340	1990-12-08	1.50	A
USGS	11023340	1990-12-09	1.40	A
USGS	11023340	1990-12-10	1.40	A
USGS	11023340	1990-12-11	1.50	A
USGS	11023340	1990-12-12	1.60	A
USGS	11023340	1990-12-13	1.50	A
USGS	11023340	1990-12-14	1.50	A
USGS	11023340	1990-12-15	1.60	A
USGS	11023340	1990-12-16	5.20	A
USGS	11023340	1990-12-17	2.30	A
USGS	11023340	1990-12-18	1.80	A
USGS	11023340	1990-12-19	4.20	A
USGS	11023340	1990-12-20	23.0	A
USGS	11023340	1990-12-21	4.40	A
USGS	11023340	1990-12-22	4.90	A
USGS	11023340	1990-12-23	2.20	A
USGS	11023340	1990-12-24	1.90	A
USGS	11023340	1990-12-25	1.70	A
USGS	11023340	1990-12-26	1.60	A
USGS	11023340	1990-12-27	1.80	A
USGS	11023340	1990-12-28	2.40	A
USGS	11023340	1990-12-29	2.00	A
USGS	11023340	1990-12-30	1.70	A
USGS	11023340	1990-12-31	1.60	A
USGS	11023340	1991-01-01	1.70	A
USGS	11023340	1991-01-02	1.70	A
USGS	11023340	1991-01-03	10.0	A
USGS	11023340	1991-01-04	68.0	A
USGS	11023340	1991-01-05	8.10	A
USGS	11023340	1991-01-06	3.40	A
USGS	11023340	1991-01-07	2.60	A
USGS	11023340	1991-01-08	2.40	A
USGS	11023340	1991-01-09	23.0	A
USGS	11023340	1991-01-10	11.0	A
USGS	11023340	1991-01-11	3.30	A
USGS	11023340	1991-01-12	2.60	A
USGS	11023340	1991-01-13	2.30	A
USGS	11023340	1991-01-14	2.10	A
USGS	11023340	1991-01-15	2.20	A
USGS	11023340	1991-01-16	2.10	A
USGS	11023340	1991-01-17	2.00	A
USGS	11023340	1991-01-18	2.10	A
USGS	11023340	1991-01-19	2.10	A
USGS	11023340	1991-01-20	1.90	A
USGS	11023340	1991-01-21	1.80	A
USGS	11023340	1991-01-22	1.90	A
USGS	11023340	1991-01-23	1.90	A
USGS	11023340	1991-01-24	1.80	A
USGS	11023340	1991-01-25	1.80	A
USGS	11023340	1991-01-26	1.70	A
USGS	11023340	1991-01-27	1.90	A
USGS	11023340	1991-01-28	1.80	A
USGS	11023340	1991-01-29	1.70	A
USGS	11023340	1991-01-30	1.70	A
USGS	11023340	1991-01-31	1.60	A
USGS	11023340	1991-02-01	1.60	A
USGS	11023340	1991-02-02	1.60	A
USGS	11023340	1991-02-03	1.60	A
USGS	11023340	1991-02-04	1.50	A
USGS	11023340	1991-02-05	1.50	A
USGS	11023340	1991-02-06	1.50	A
USGS	11023340	1991-02-07	1.50	A
USGS	11023340	1991-02-08	1.60	A
USGS	11023340	1991-02-09	1.80	A
USGS	11023340	1991-02-10	1.80	A
USGS	11023340	1991-02-11	1.80	A
USGS	11023340	1991-02-12	1.80	A
USGS	11023340	1991-02-13	1.80	A
USGS	11023340	1991-02-14	1.80	A
USGS	11023340	1991-02-15	1.80	A
USGS	11023340	1991-02-16	1.80	A
USGS	11023340	1991-02-17	2.00	A
USGS	11023340	1991-02-18	2.20	A
USGS	11023340	1991-02-19	2.60	A
USGS	11023340	1991-02-20	2.60	A
USGS	11023340	1991-02-21	2.50	A
USGS	11023340	1991-02-22	2.60	A
USGS	11023340	1991-02-23	2.20	A
USGS	11023340	1991-02-24	2.10	A
USGS	11023340	1991-02-25	1.90	A
USGS	11023340	1991-02-26	1.80	A
USGS	11023340	1991-02-27	111	A
USGS	11023340	1991-02-28	241	A
USGS	11023340	1991-03-01	777	A
USGS	11023340	1991-03-02	30.0	A
USGS	11023340	1991-03-03	10.0	A
USGS	11023340	1991-03-04	7.30	A
USGS	11023340	1991-03-05	6.50	A
USGS	11023340	1991-03-06	5.10	A
USGS	11023340	1991-03-07	4.40	A
USGS	11023340	1991-03-08	4.10	A
USGS	11023340	1991-03-09	3.80	A
USGS	11023340	1991-03-10	3.30	A
USGS	11023340	1991-03-11	13.0	A
USGS	11023340	1991-03-12	4.60	A
USGS	11023340	1991-03-13	13.0	A
USGS	11023340	1991-03-14	20.0	A
USGS	11023340	1991-03-15	7.40	A
USGS	11023340	1991-03-16	9.20	A
USGS	11023340	1991-03-17	3.60	A
USGS	11023340	1991-03-18	3.70	A
USGS	11023340	1991-03-19	170	A
USGS	11023340	1991-03-20	346	A
USGS	11023340	1991-03-21	217	A
USGS	11023340	1991-03-22	32.0	A
USGS	11023340	1991-03-23	15.0	A
USGS	11023340	1991-03-24	11.0	A
USGS	11023340	1991-03-25	68.0	A
USGS	11023340	1991-03-26	240	A
USGS	11023340	1991-03-27	788	A
USGS	11023340	1991-03-28	75.0	A
USGS	11023340	1991-03-29	39.0	A
USGS	11023340	1991-03-30	26.0	A
USGS	11023340	1991-03-31	16.0	A
USGS	11023340	1991-04-01	21.0	A
USGS	11023340	1991-04-02	15.0	A
USGS	11023340	1991-04-03	12.0	A
USGS	11023340	1991-04-04	8.40	A
USGS	11023340	1991-04-05	7.70	A
USGS	11023340	1991-04-06	6.90	A
USGS	11023340	1991-04-07	6.40	A
USGS	11023340	1991-04-08	6.40	A
USGS	11023340	1991-04-09	6.40	A
USGS	11023340	1991-04-10	6.00	A
USGS	11023340	1991-04-11	5.20	A
USGS	11023340	1991-04-12	5.10	A
USGS	11023340	1991-04-13	5.00	A
USGS	11023340	1991-04-14	4.60	A
USGS	11023340	1991-04-15	4.60	A
USGS	11023340	1991-04-16	4.60	A
USGS	11023340	1991-04-17	4.70	A
USGS	11023340	1991-04-18	4.90	A
USGS	11023340	1991-04-19	4.50	A
USGS	11023340	1991-04-20	4.30	A
USGS	11023340	1991-04-21	4.10	A
USGS	11023340	1991-04-22	8.20	A
USGS	11023340	1991-04-23	4.60	A
USGS	11023340	1991-04-24	4.30	A
USGS	11023340	1991-04-25	4.50	A
USGS	11023340	1991-04-26	4.50	A
USGS	11023340	1991-04-27	4.20	A
USGS	11023340	1991-04-28	4.10	A
USGS	11023340	1991-04-29	4.10	A
USGS	11023340	1991-04-30	4.10	A
USGS	11023340	1991-05-01	4.30	A
USGS	11023340	1991-05-02	4.30	A
USGS	11023340	1991-05-03	4.50	A
USGS	11023340	1991-05-04	4.60	A
USGS	11023340	1991-05-05	4.50	A
USGS	11023340	1991-05-06	4.10	A
USGS	11023340	1991-05-07	4.10	A
USGS	11023340	1991-05-08	3.10	A
USGS	11023340	1991-05-09	2.90	A
USGS	11023340	1991-05-10	2.50	A
USGS	11023340	1991-05-11	2.40	A
USGS	11023340	1991-05-12	2.40	A
USGS	11023340	1991-05-13	2.40	A
USGS	11023340	1991-05-14	2.30	A
USGS	11023340	1991-05-15	2.50	A
USGS	11023340	1991-05-16	2.60	A
USGS	11023340	1991-05-17	2.40	A
USGS	11023340	1991-05-18	2.40	A
USGS	11023340	1991-05-19	2.40	A
USGS	11023340	1991-05-20	2.50	A
USGS	11023340	1991-05-21	2.50	A
USGS	11023340	1991-05-22	2.40	A
USGS	11023340	1991-05-23	2.40	A
USGS	11023340	1991-05-24	2.40	A
USGS	11023340	1991-05-25	2.20	A
USGS	11023340	1991-05-26	2.20	A
USGS	11023340	1991-05-27	2.30	A
USGS	11023340	1991-05-28	1.70	A
USGS	11023340	1991-05-29	1.80	A
USGS	11023340	1991-05-30	2.10	A
USGS	11023340	1991-05-31	2.90	A
USGS	11023340	1991-06-01	2.40	A
USGS	11023340	1991-06-02	1.90	A
USGS	11023340	1991-06-03	2.50	A
USGS	11023340	1991-06-04	2.40	A
USGS	11023340	1991-06-05	1.30	A
USGS	11023340	1991-06-06	1.20	A
USGS	11023340	1991-06-07	1.00	A
USGS	11023340	1991-06-08	1.10	A
USGS	11023340	1991-06-09	1.10	A
USGS	11023340	1991-06-10	1.10	A
USGS	11023340	1991-06-11	1.60	A
USGS	11023340	1991-06-12	1.60	A
USGS	11023340	1991-06-13	1.60	A
USGS	11023340	1991-06-14	1.50	A
USGS	11023340	1991-06-15	0.92	A
USGS	11023340	1991-06-16	0.75	A
USGS	11023340	1991-06-17	0.75	A
USGS	11023340	1991-06-18	0.71	A
USGS	11023340	1991-06-19	0.77	A
USGS	11023340	1991-06-20	0.77	A
USGS	11023340	1991-06-21	0.98	A
USGS	11023340	1991-06-22	1.30	A
USGS	11023340	1991-06-23	0.93	A
USGS	11023340	1991-06-24	0.78	A
USGS	11023340	1991-06-25	0.93	A
USGS	11023340	1991-06-26	1.10	A
USGS	11023340	1991-06-27	1.10	A
USGS	11023340	1991-06-28	1.10	A
USGS	11023340	1991-06-29	1.10	A
USGS	11023340	1991-06-30	1.20	A
USGS	11023340	1991-07-01	1.10	A
USGS	11023340	1991-07-02	1.10	A
USGS	11023340	1991-07-03	1.20	A
USGS	11023340	1991-07-04	1.10	A
USGS	11023340	1991-07-05	1.10	A
USGS	11023340	1991-07-06	1.10	A
USGS	11023340	1991-07-07	1.10	A
USGS	11023340	1991-07-08	1.10	A
USGS	11023340	1991-07-09	1.10	A
USGS	11023340	1991-07-10	1.10	A
USGS	11023340	1991-07-11	1.00	A
USGS	11023340	1991-07-12	1.00	A
USGS	11023340	1991-07-13	1.00	A
USGS	11023340	1991-07-14	0.99	A
USGS	11023340	1991-07-15	0.87	A
USGS	11023340	1991-07-16	0.89	A
USGS	11023340	1991-07-17	1.00	A
USGS	11023340	1991-07-18	1.00	A
USGS	11023340	1991-07-19	1.00	A
USGS	11023340	1991-07-20	1.10	A
USGS	11023340	1991-07-21	1.20	A
USGS	11023340	1991-07-22	1.20	A
USGS	11023340	1991-07-23	1.20	A
USGS	11023340	1991-07-24	1.30	A
USGS	11023340	1991-07-25	1.20	A
USGS	11023340	1991-07-26	1.10	A
USGS	11023340	1991-07-27	1.00	A
USGS	11023340	1991-07-28	0.97	A
USGS	11023340	1991-07-29	0.94	A
USGS	11023340	1991-07-30	1.00	A
USGS	11023340	1991-07-31	55.0	A
USGS	11023340	1991-08-01	6.00	A
USGS	11023340	1991-08-02	1.80	A
USGS	11023340	1991-08-03	1.40	A
USGS	11023340	1991-08-04	1.00	A
USGS	11023340	1991-08-05	0.88	A
USGS	11023340	1991-08-06	0.76	A
USGS	11023340	1991-08-07	0.76	A
USGS	11023340	1991-08-08	0.70	A
USGS	11023340	1991-08-09	0.70	A
USGS	11023340	1991-08-10	0.70	A
USGS	11023340	1991-08-11	0.71	A
USGS	11023340	1991-08-12	0.59	A
USGS	11023340	1991-08-13	0.52	A
USGS	11023340	1991-08-14	0.61	A
USGS	11023340	1991-08-15	0.77	A
USGS	11023340	1991-08-16	0.76	A
USGS	11023340	1991-08-17	0.81	A
USGS	11023340	1991-08-18	0.83	A
USGS	11023340	1991-08-19	0.77	A
USGS	11023340	1991-08-20	0.65	A
USGS	11023340	1991-08-21	0.61	A
USGS	11023340	1991-08-22	0.55	A
USGS	11023340	1991-08-23	0.58	A
USGS	11023340	1991-08-24	0.58	A
USGS	11023340	1991-08-25	0.58	A
USGS	11023340	1991-08-26	0.68	A
USGS	11023340	1991-08-27	0.92	A
USGS	11023340	1991-08-28	0.66	A
USGS	11023340	1991-08-29	0.55	A
USGS	11023340	1991-08-30	0.78	A
USGS	11023340	1991-08-31	0.64	A
USGS	11023340	1991-09-01	0.62	A
USGS	11023340	1991-09-02	0.61	A
USGS	11023340	1991-09-03	0.64	A
USGS	11023340	1991-09-04	0.68	A
USGS	11023340	1991-09-05	4.40	A
USGS	11023340	1991-09-06	17.0	A
USGS	11023340	1991-09-07	2.20	A
USGS	11023340	1991-09-08	1.50	A
USGS	11023340	1991-09-09	1.30	A
USGS	11023340	1991-09-10	1.10	A
USGS	11023340	1991-09-11	1.00	A
USGS	11023340	1991-09-12	1.00	A
USGS	11023340	1991-09-13	1.10	A
USGS	11023340	1991-09-14	1.30	A
USGS	11023340	1991-09-15	1.30	A
USGS	11023340	1991-09-16	1.10	A
USGS	11023340	1991-09-17	1.10	A
USGS	11023340	1991-09-18	1.10	A
USGS	11023340	1991-09-19	1.00	A
USGS	11023340	1991-09-20	1.10	A
USGS	11023340	1991-09-21	1.10	A
USGS	11023340	1991-09-22	1.00	A
USGS	11023340	1991-09-23	1.00	A
USGS	11023340	1991-09-24	0.82	A
USGS	11023340	1991-09-25	0.76	A
USGS	11023340	1991-09-26	1.10	A
USGS	11023340	1991-09-27	1.40	A
USGS	11023340	1991-09-28	1.40	A
USGS	11023340	1991-09-29	1.50	A
USGS	11023340	1991-09-30	1.50	A
USGS	11023340	1991-10-01	1.10	A
USGS	11023340	1991-10-02	0.78	A
USGS	11023340	1991-10-03	0.69	A
USGS	11023340	1991-10-04	0.74	A
USGS	11023340	1991-10-05	0.88	A
USGS	11023340	1991-10-06	0.80	A
USGS	11023340	1991-10-07	0.90	A
USGS	11023340	1991-10-08	1.10	A
USGS	11023340	1991-10-09	1.00	A
USGS	11023340	1991-10-10	0.92	A
USGS	11023340	1991-10-11	0.71	A
USGS	11023340	1991-10-12	0.45	A
USGS	11023340	1991-10-13	0.85	A
USGS	11023340	1991-10-14	0.86	A
USGS	11023340	1991-10-15	1.00	A
USGS	11023340	1991-10-16	1.10	A
USGS	11023340	1991-10-17	1.30	A
USGS	11023340	1991-10-18	1.20	A
USGS	11023340	1991-10-19	1.00	A
USGS	11023340	1991-10-20	0.97	A
